Load ID, Loan Grad, Exception IDs
3353833.71, 4, 1
24219.94, 3, 2|3
1225121.99, 10, 2|3
2402348.42, 4, 1
4591944.71, 17, 1|2|3
310919.14, 4, 1
417190.55, 10, 3
120099.89, 4, 1
7919832.27, 2, 2
192526.73, 40, 4
6508643.23, 4, 1
7523435.2, 5, 1|2
2183530.43, 10, 3
3274634.91, 4, 1
8174706.84, 6, 3
9438863.85, 4, 1
7244328.3, 12, 1|3
7538928.92, 13, 2|3
3716806.63, 2, 2
446248.12, 0, 
1072739.03, 4, 1
4410660.09, 10, 1|3
8988429.17, 4, 1
4359493.86, 4, 1
6273938.61, 6, 1|3
1365769.74, 4, 1
2527626.79, 10, 3
934920.24, 4, 3
1197776.65, 14, 1|3
8102743.93, 14, 1|2|3
4679006.25, 6, 1|3
5277356.05, 8, 2|3
4927905.8, 10, 2|3
9742102.14, 0, 
7273866.22, 4, 3
3603855.09, 0, 3
4437792.79, 1, 2
73267.56, 0, 
123476.66, 6, 1|3
1407015.72, 8, 1|3|4
1933816.43, 7, 1|2
6240696.9, 4, 1
4258191.29, 14, 1|3
5150795.48, 0, 3
7156326.0, 8, 1|3
8986222.42, 4, 1
6451695.43, 4, 3
9274801.27, 10, 3
620401.32, 0, 
9893109.47, 4, 1
2335654.27, 4, 1
4004697.77, 14, 1|3
1636392.91, 0, 
1302126.63, 2, 2
8709548.19, 10, 3
8641512.77, 0, 3
9563964.77, 0, 
5246104.24, 0, 
2816771.97, 6, 3
7254321.15, 5, 1|2
8011780.11, 12, 1|3
5061682.65, 0, 
7954297.98, 2, 3
7189101.07, 4, 1
2605462.33, 4, 1
6091850.97, 10, 1|3
3210182.12, 1, 2
6477762.05, 3, 2
985149.62, 6, 1|3
1543440.14, 13, 2|3
4881493.15, 4, 1
4278831.36, 0, 
5814912.84, 0, 3
7888984.51, 14, 1|4
6359882.61, 5, 1|2
581951.47, 72, 1|3|4
3297745.44, 4, 1|3
3251826.02, 3, 2|3
2690832.11, 10, 3
6627364.79, 6, 3
6925516.78, 4, 1
4208940.16, 0, 
5531640.57, 4, 3
3529512.07, 0, 
9734441.63, 7, 1|2|3
4287508.25, 9, 1|2|3
1403021.89, 4, 1
9350111.47, 5, 1|2
5777360.51, 6, 1|4
4561211.36, 4, 1
4582230.97, 0, 
1317796.4, 0, 
9433337.54, 0, 
192216.25, 10, 3
9126666.6, 5, 3|4
6774412.16, 0, 
8519278.43, 5, 1|2
1639619.22, 12, 1|2|3
6708955.18, 4, 1
9801461.35, 4, 1
9363186.48, 0, 3
4217122.38, 0, 3
4010450.59, 12, 1|3
4970444.82, 0, 
2387907.71, 4, 3
9701419.65, 8, 1|3
6634416.67, 60, 3|4
6680386.91, 0, 
1376038.71, 5, 1|2
4059171.17, 6, 1|3
1651374.63, 14, 1|3
3924214.17, 0, 
3224004.93, 0, 3
3064224.71, 10, 2|3
6665076.27, 12, 1|3
464827.15, 0, 
7828718.85, 9, 1|2|3
8267219.51, 4, 1
7049145.9, 12, 1|3
5017047.79, 0, 
5907466.16, 4, 1
3656393.95, 5, 1|2
6166970.64, 4, 1
2425839.98, 2, 3
8246870.1, 4, 1
9628074.49, 4, 1
3016835.44, 4, 1
8428661.13, 0, 
655953.72, 13, 2|3
8092846.28, 4, 1
4559451.3, 10, 3
7811555.2, 4, 1|3
2511738.95, 0, 3
9522561.12, 0, 
9998118.58, 4, 3
1720376.05, 0, 
3606172.21, 13, 2|3
1043302.61, 0, 3
721070.11, 10, 3
7237492.92, 0, 
7000668.72, 6, 1|3
5823252.75, 8, 3
1404242.85, 0, 
493639.5, 4, 1
464777.98, 4, 1
6068353.29, 0, 
7944066.32, 0, 
3549910.16, 14, 1|3
5489165.89, 4, 1|3
3798832.16, 0, 
8453749.18, 8, 1|3
1617600.37, 0, 
8904165.68, 7, 1|2|3
9249798.44, 6, 3
6693893.16, 0, 
1215293.19, 5, 1|2
1576223.73, 12, 1|3
5917204.01, 0, 
9655716.69, 5, 1|2
8757473.14, 4, 1|3
1057760.24, 1, 2
7472479.92, 6, 3
1025777.89, 10, 1|3
7607812.64, 4, 1
2788049.33, 12, 1|3
2521037.65, 6, 3
6093806.97, 3, 2
755487.41, 1, 2
1393794.97, 4, 1
5838434.04, 6, 3
9131869.31, 8, 1|3
6372984.53, 7, 1|4
4227348.42, 4, 3
5995253.23, 4, 1
9772437.77, 4, 1
6209323.65, 0, 
785634.64, 4, 1
4558159.29, 4, 3
7765202.36, 0, 
9601244.21, 6, 1|3
3366336.23, 10, 1|4
9336904.64, 6, 3
140841.5, 4, 1|3
7892067.03, 10, 1|3
5612913.21, 10, 4
4566617.58, 4, 1
8693608.97, 10, 3
5159429.32, 6, 1|3
6192420.75, 8, 1|3
8642782.16, 5, 1|2|3
408535.39, 0, 
3983972.83, 12, 1|3
2533022.07, 2, 2
4262362.7, 24, 1|3|4
8882130.31, 8, 1|3
5914543.43, 4, 1
6727186.5, 4, 1
6171716.63, 4, 1
5427173.39, 0, 
1954102.06, 0, 
986756.09, 4, 1
5666442.89, 5, 2|3
6117470.86, 0, 
1932537.1, 0, 3
835980.39, 6, 3
1484237.34, 4, 1
619353.6, 4, 1
9460186.15, 10, 1|3
977381.32, 2, 3
6339359.92, 4, 1
1078685.37, 4, 3
8773645.36, 10, 3
9958409.62, 12, 1|3
2125586.99, 4, 3
4831358.4, 14, 1|3
3129783.25, 10, 3
5721904.85, 8, 1|3
3655374.82, 0, 
746111.8, 6, 1|2
8704304.38, 4, 1
1213348.03, 4, 3
8223375.29, 4, 1
1047446.65, 0, 
8711063.06, 0, 3
2242719.62, 0, 
9123478.07, 12, 1|3
5389066.2, 0, 
5326431.18, 12, 1|3
8848169.34, 0, 
7522095.84, 6, 1|3
9690764.17, 17, 1|2|3
7728006.97, 0, 
8643742.63, 4, 1
9816972.53, 2, 3
1741787.97, 7, 1|2|3
4684921.23, 4, 1
2886426.21, 0, 
2142871.97, 5, 2|3
3561795.42, 0, 3
972008.01, 2, 2
2018537.64, 5, 1|2
7196439.0, 2, 3
640284.15, 5, 1|2
7410805.47, 4, 1
2254961.56, 12, 1|3
6526278.64, 10, 1|3
3121783.26, 4, 1
1655091.25, 4, 1|3
5240082.96, 0, 
7040699.87, 6, 1|2
54632.66, 4, 3
6066353.86, 6, 3
3568860.23, 4, 1
3622336.69, 10, 3
1456181.56, 0, 
1789124.4, 94, 1|3|4
6641453.54, 0, 
3507741.6, 4, 1|3
5740291.04, 10, 3
9571640.12, 8, 1|3
6913833.25, 4, 1
1543308.74, 0, 
8450685.74, 0, 
2963312.13, 60, 3|4
8803713.34, 1, 2|3
4788910.79, 0, 
4828583.85, 0, 
7195616.37, 4, 3
736978.59, 12, 1|3
2552944.45, 0, 
4757364.82, 6, 3
5306347.29, 0, 
6036261.22, 4, 1
6780937.52, 0, 
5330972.34, 6, 1|3
5561276.76, 4, 3
3055544.1, 4, 3
4335678.7, 4, 3
1824231.65, 0, 
7998614.78, 4, 1
1050769.7, 4, 1
8645094.35, 9, 1|2|3
1627786.06, 14, 1|2|3
267309.45, 4, 1
8683304.63, 4, 1
9684359.95, 9, 1|2|3
1931061.88, 2, 3
6412240.21, 0, 3
147158.31, 4, 1
3875280.18, 6, 1|3
8912727.77, 3, 2|3
8166955.62, 5, 1|2
1358472.91, 12, 1|3
7964228.57, 6, 3
9217985.56, 4, 1
9044443.93, 4, 1
257774.66, 8, 1|3
1504760.89, 6, 1|3
7558158.38, 4, 3
4519255.12, 6, 1|3
745676.61, 0, 
1546455.15, 50, 4
3282944.74, 0, 
8208275.08, 4, 1
7808299.18, 12, 1|3
2566910.21, NaN, 1|3|4
715594.46, 4, 3
6568265.99, 5, 1|2
7943383.46, 6, 1|3
9399188.14, 4, 1
7738007.88, 0, 3
4641975.26, 0, 
7346503.32, 4, 1
7984265.7, 0, 
8079235.92, 0, 3
7299250.77, 6, 1|3
7259812.28, 4, 1
2037237.97, 0, 
2974755.14, 6, 1|3
5790810.08, 4, 3
8346035.23, 8, 2|3
2933325.75, 54, 1|4
706672.66, 2, 3
9970850.85, 4, 1
171259.84, 10, 1|3
5713069.14, 10, 3
5316537.48, 6, 3
3183843.44, 0, 
1736430.07, 4, 1|3
665662.32, 10, 3
4237155.62, 0, 
9014048.49, 8, 3
6147385.54, NaN, 1|4
7975750.5, 0, 
9037553.09, 8, 1|3
2817445.68, 4, 1
1508963.54, 10, 1|3
1771305.93, 4, 1
834756.81, 6, 3
1323734.06, 10, 2|3
4344458.14, 4, 1
2573524.03, 8, 1|3
7097096.58, 4, 1|3
2818246.92, 6, 1|3
6867226.36, 6, 1|2
4025589.8, 10, 3
6192934.57, 4, 1
1012104.24, 0, 
4408891.69, 10, 3
7551880.35, 4, 1
5253726.01, 4, 1
9042035.37, 10, 1|3
3029027.33, 5, 1|2
6525264.9, 4, 1|3
8593184.27, 4, 1
2272269.3, 15, 2|3|4
4168469.11, 5, 1|2
5242909.09, 4, 3
9732607.25, 10, 1|3
5714979.73, 6, 3
4718155.18, 80, 4
7411547.13, 9, 1|2|3
3177878.34, 4, 3
3657510.71, 4, 1
2750849.14, 12, 1|3
7727923.12, 6, 3
3141124.43, 8, 1|3
9074258.29, 6, 3
8404095.7, 1, 2
1173737.49, 2, 3
2672200.33, 4, 1
694963.29, 0, 3
3404477.87, 4, 1
6238382.18, 9, 1|2|3
2642553.45, 6, 1|2
2915465.37, 1, 2
6382609.78, 14, 1|2|3
2522205.51, 4, 1|3
3079407.68, 14, 1|3
9139066.77, 4, 1|3
7472959.48, 4, 1
8917781.51, 10, 1|3
7225864.77, 8, 1|3
5973078.44, 2, 2
6376506.27, 4, 3
2947848.3, 13, 2|3
2679515.62, 8, 1|3
6331930.44, 4, 1
1324860.96, 14, 1|3
8845160.09, 2, 3
3268919.72, 0, 
9537666.02, 10, 3
5264484.18, 0, 
6539450.32, 8, 1|3
6875301.58, 10, 3
9712710.92, 10, 1|3
3031763.03, 4, 1|3
9712027.67, 0, 
7201369.0, 4, 1
8009441.11, 0, 
7262585.34, 0, 
43512.71, 0, 
9717024.83, 8, 3
3392997.1, 6, 3
4015547.71, 64, 1|4
3946650.94, 1, 2
1435231.17, 0, 
4831933.76, 4, 1
2132485.47, 0, 
3928029.27, 12, 1|3
5490988.88, 93, 2|3|4
7766605.54, 0, 
1906648.19, 12, 1|3
5403149.44, 9, 1|2|4
7119677.29, 2, 2
8786403.34, 4, 1
2633007.91, 5, 1|2
2367756.78, 5, 1|2
2371694.04, 3, 2|3
7145033.6, 12, 1|3
5233237.67, 10, 1|3
1439373.38, 8, 1|3
7286123.59, 0, 
8351884.17, 14, 1|3
6338332.0, 12, 1|3
3637033.74, 10, 3
7397140.62, 17, 1|2|3
5531084.75, 0, 
3361675.57, 0, 
3838028.65, 0, 3
4470653.2, 0, 
4357660.03, 0, 
7087171.74, 0, 
6330789.03, 6, 1|3
9844306.04, 4, 1
6432798.0, 6, 1|3
8020406.78, 6, 3
8424010.6, 14, 1|3
879307.65, 14, 1|2|3
7528854.98, 5, 1|2|3
74568.82, 8, 3
9985081.57, 4, 3
7298198.47, 4, 1
737710.24, 6, 1|2
320581.97, 4, 1|3
80122.92, 6, 1|2
881964.74, 5, 1|2|3
1687973.35, 4, 1
4519240.3, 12, 1|3
9656662.41, 4, 1
715286.84, 12, 1|3
1550682.42, 0, 
3869275.56, 0, 
9462346.26, 1, 2
1202796.64, 80, 4
5721013.3, 8, 3
4904980.1, 3, 2|3
9788649.25, 0, 3
6110080.31, 12, 1|3
2775792.79, 4, 1
7581315.49, 4, 1
8750263.18, 4, 1
3028393.24, 10, 1|3
7154558.95, 6, 3
7788378.76, 6, 3
6736265.02, 1, 2|3
9980051.04, 8, 3
1646409.24, 0, 3
472149.01, 4, 1
1941553.32, 66, 1|2|4
7346850.79, 4, 1
457668.69, 0, 
7476597.86, 0, 
2312084.98, 4, 1
1497162.52, 6, 3
5110334.54, 4, 1
6650077.02, 6, 1|2
5877354.07, 4, 1
9838521.27, 0, 
5779237.2, 6, 3
3765178.89, 0, 3
9300924.67, 3, 2|3
2682550.73, 3, 2|3
3752961.66, 4, 1|3
2636860.45, 8, 3
9879979.62, 0, 
3205732.47, 5, 1|2
5070232.46, 20, 1|3|4
9395906.12, 0, 
624787.86, 8, 3
2100102.24, 5, 1|2
7493864.08, 6, 1|3
8408570.55, 8, 3
7703687.03, 10, 3
3639200.24, 4, 1
5103601.93, 14, 1|3
9335825.17, 6, 1|3
4722732.96, 8, 3
8664776.21, 4, 1
7595557.98, 0, 3
1387584.21, 7, 1|2|3
3050510.83, 5, 1|2
5966267.18, 4, 1
6852168.54, 4, 1
7958113.23, 7, 1|2
5966106.86, 10, 2|3
9277112.29, 5, 1|2
6157183.28, 0, 
8225785.85, 8, 1|3
7334467.07, 14, 1|3
7939049.06, 4, 1
8609942.54, 14, 1|3
6379731.87, 54, 1|4
8635917.54, 10, 3
469413.65, 0, 
8514686.13, 4, 1
6177970.72, 4, 1
4132066.29, 10, 3
1366844.93, 12, 1|3
1027189.83, 1, 2|3
6011779.96, 0, 
7906883.61, 8, 2|3
5205448.6, 10, 3
505465.94, 0, 
9461348.43, 4, 1
5068135.5, 4, 1
2522517.87, 6, 1|3
6393109.5, 80, 4
1834821.41, 17, 1|2|3
5423123.2, 0, 
2551564.62, 8, 3
8727715.37, 0, 
2192645.27, 0, 
1577506.88, 12, 1|2|3
8241150.8, 17, 1|2|3
3461711.36, 4, 1|3
6815168.05, 12, 1|2|3
2497066.35, 9, 1|2|3
3725173.98, 10, 3
3091183.83, 6, 3
4909545.04, 4, 1
1108003.83, 4, 1|3
6278235.0, 1, 2|3
8659035.63, 4, 1
9015620.76, 4, 1|3
3121143.37, 8, 3
6098428.8, 0, 
5870501.13, 6, 4
7673976.27, 6, 3
7788210.51, 10, 3
4451129.58, 10, 1|3
8243443.51, 3, 2
3426721.78, 6, 1|3
8033556.38, 1, 2
6308848.17, 0, 
8247342.2, 0, 
9519928.01, 5, 1|2
114606.64, 4, 1|3
3747031.79, 14, 1|3
8511701.27, 24, 1|4
7343154.65, 4, 4
3496813.32, 4, 1
1410598.16, 14, 1|2|3
1470156.53, 0, 
9447523.22, 0, 3
4938717.21, 0, 
3558632.31, 3, 2
4565640.56, 4, 1
8706522.93, 13, 2|3
8597741.11, 4, 1
6781671.86, 0, 3
5881163.88, 4, 1
2775205.1, 0, 
1764305.87, 4, 1
3990301.97, 6, 1|2
107608.37, 48, 1|3|4
9655734.41, 6, 1|3
9399788.5, 4, 1
9472482.04, 0, 
5799704.59, 12, 1|3
7830372.82, 2, 3
4827123.56, 0, 
2667022.43, 0, 
4839429.86, 30, 3|4
8540891.13, 1, 2
6867935.43, 14, 1|3|4
7411482.7, 0, 
8961044.77, 0, 3
1122750.7, 4, 3
7161732.47, 14, 1|3
5607269.17, 4, 3
3201551.48, 0, 
8377105.39, 8, 1|3
1067869.81, 14, 1|3
9768912.17, 9, 1|2|3
1640993.78, 14, 1|3
1647263.02, 4, 3
998855.97, 4, 1|3
6651391.28, 12, 1|3
9656646.63, 6, 1|2
349355.28, 0, 
9411036.98, 5, 1|2
5508399.96, 4, 1
3069987.57, 10, 2|3
1166193.05, 4, 1
3025832.67, 4, 1|3
6290691.24, 3, 2
6055793.1, 0, 
3510026.38, 14, 1|3
3990493.16, 4, 1
6937608.29, 0, 3
4508057.17, 12, 1|3
9117344.33, 14, 1|4
1658780.89, 0, 
6460673.55, 7, 1|2|3
6108363.51, 4, 1
7607361.06, 12, 1|3
2676327.73, 4, 1
8252939.36, 0, 
9743131.13, 4, 3
759879.47, 6, 3
2666323.78, 0, 
5483814.13, 4, 3
721881.11, 0, 
8202943.7, 0, 
5735060.77, 4, 1
9622243.29, 4, 1|3
4251484.28, 4, 1
4123967.78, 4, 1
2301773.6, 3, 2
4473761.22, 4, 1|3
1922199.75, 14, 1|3
172979.25, 4, 1|3
2085805.43, 4, 1
7045184.48, 10, 3
6271118.02, 8, 1|3
166154.49, 4, 1
8124981.99, 0, 
139045.5, 8, 3
2875345.27, 8, 1|3
7696336.57, 8, 3
3766494.9, 12, 1|3
7485745.52, 10, 1|4
5888491.33, 10, 3
9048934.89, 0, 
9204222.99, 2, 3
5473770.54, 2, 2
9438997.05, 4, 1|3
2501463.0, 0, 
2094273.69, 4, 1
9582466.16, 25, 1|3|4
8481767.86, 9, 1|2|3
7035950.75, 4, 1
9728774.31, 2, 3
7424368.71, 8, 3
4615965.24, 14, 1|3
3696575.61, 0, 
6471434.75, 0, 
7665694.3, 8, 3
2089886.2, 14, 1|3
8872839.02, 6, 3
9468131.37, 6, 3
3463574.03, 10, 3|4
5373627.14, 4, 3
612519.23, 4, 1
4021712.09, 44, 3|4
7504583.95, 5, 1|2|3
1974101.63, 4, 1|4
514562.75, 3, 2
1177688.23, 0, 3
3510798.19, 0, 3
1581200.52, 3, 2
100943.55, 6, 1|3
4162433.58, 4, 1|3
4320518.4, 5, 1|2
9187874.86, 3, 2
8785441.04, 0, 
4373000.67, 0, 3
5303143.83, 0, 3
9813168.32, 6, 1|3
264217.27, 4, 4
6836125.1, 4, 1
1703096.49, 12, 1|2|3
560447.47, 8, 3
6252970.37, 2, 3
7366236.04, 6, 1|3
6159959.77, 4, 3
2789559.99, 6, 3
4402803.75, 4, 3
9320217.01, 7, 1|2|3
2096262.55, 7, 1|2|3
8441013.67, 13, 2|3
7186852.96, 0, 
4080889.48, 0, 
12314.64, 48, 1|3|4
9920487.79, 10, 3
1028611.41, 0, 3
6825780.22, 10, 1|3
8224628.25, 6, 1|3
1904547.29, 4, 1
9665275.89, 10, 3
5562602.08, 10, 1|3
9313191.09, 0, 
6095459.71, 17, 1|2|3
4231768.04, 4, 1|3
2448817.87, 4, 1
443139.53, 0, 3
3199631.39, 0, 3
1549378.88, 0, 
2968624.62, 6, 1|3
739660.45, 12, 1|2|3
7210074.73, 5, 1|2
8959061.86, 4, 1
5059364.32, 4, 1
8991538.75, 54, 1|4
4020748.85, 8, 3
9778960.05, 10, 1|3
332314.07, 7, 1|2|3
6901770.64, 4, 1
1033700.11, 4, 1
9218202.33, 0, 
3422023.09, 8, 3
4599081.89, 0, 
3832448.26, 8, 1|3
2855379.38, 5, 1|2
6259281.81, 0, 
2647806.39, 42, 1|2|3|4
3246549.34, 12, 1|3
5528235.68, 2, 3
4212573.79, 8, 3
6566569.99, 0, 
7668972.53, 4, 1
7393519.52, 2, 3
3855745.6, 8, 1|3
7355519.34, 4, 1
391562.19, 10, 3
8939562.83, 4, 1
6938323.02, 0, 
9380302.04, 10, 1|3
7892034.2, 10, 3
9256503.95, 3, 2
5034243.9, 10, 3
9457772.69, 4, 1
5479757.92, 4, 1
5763045.05, 7, 1|2|3
9526681.27, 4, 1
6330731.4, 4, 1|3
4465250.18, 0, 
5879119.97, 0, 
5964623.32, 7, 1|2
6405057.24, 4, 1
880714.79, 7, 1|2
4050164.27, 0, 
3548869.99, 10, 3
7115222.39, 0, 
8554041.92, 8, 2|3
7897069.13, 5, 1|2
8250256.12, 4, 1
5370711.98, 4, 1
3562421.81, 8, 1|3
9160381.4, 5, 1|2
9947079.13, 4, 1
1708732.68, 0, 
6132008.55, 14, 1|3
2433785.16, 6, 1|3
5714672.91, 8, 3
5400600.84, 0, 
7415324.2, 4, 1
4256710.64, 2, 2|4
2478685.64, 0, 3
7168948.11, 12, 1|3
3190426.15, 4, 1
8728231.84, 0, 3
4703435.33, 14, 1|3
9251899.81, 8, 2|3
6065620.9, 6, 1|3
5678487.63, 4, 1
4940777.58, 4, 3
2333145.58, 10, 1|3
9478493.38, 4, 1
5096499.99, 4, 1
7389244.66, 4, 1
2082243.91, 4, 1
9929156.49, 10, 1|3
2340442.01, 1, 2|3
368462.94, 0, 3
5465643.41, 12, 1|3
7712684.65, 0, 
9944449.54, 4, 1
3046276.19, 0, 
6466892.91, 2, 2
8395559.67, 4, 1
970160.56, 0, 3
3976532.23, 4, 1|3
6495629.44, 10, 3
8486548.57, 1, 2
553751.63, 0, 
457135.62, 0, 
8720179.97, 5, 1|2
6554662.82, 0, 
6993071.78, 0, 
8604667.52, 4, 1
6597255.97, NaN, 4
8152758.29, 4, 3
8130427.36, 12, 1|3
3398910.96, 3, 2|3
8520914.1, 48, 1|3|4
7669921.39, 0, 3
465924.83, 0, 
334411.09, 10, 1|3
4940464.58, 8, 1|3
2702366.98, 8, 1|3
8087511.95, 6, 1|3
1401352.12, 8, 1|3
454882.67, 5, 1|2
197509.32, 6, 3
8487154.19, 0, 
1629174.68, 0, 
8331485.41, 4, 1
8748589.72, 2, 3
4808158.25, 4, 1
4539266.91, 0, 
4096445.29, 4, 1
9233739.96, 19, 1|2|3|4
1958479.09, 5, 1|2
997652.38, 8, 3
9371359.09, 4, 1
6898357.72, 10, 1|3
1745130.99, 0, 
863061.23, 0, 
5255816.45, 0, 3
5641912.62, 0, 
8734641.27, 0, 
4902718.03, 10, 3
981545.49, 4, 1|3
3070788.4, 4, 1
5698634.87, 0, 
4329706.15, 0, 3
2531402.32, 0, 
1472212.34, 0, 
7172727.56, 10, 3
3300550.4, 4, 1
4361021.36, 4, 1
9036577.28, 8, 1|3
322984.4, 14, 4
366484.78, 10, 1|3
3834272.52, 17, 1|2|3
9817803.7, 4, 1
9273253.84, 4, 1
2672853.38, 6, 1|2
9388464.94, 10, 1|3
3749983.29, 0, 
2945105.26, 20, 3|4
412980.82, 0, 
7716843.01, 12, 1|3
3460396.08, 21, 2|4
5829459.44, 12, 1|3
52667.19, 4, 3
9840621.89, 12, 1|2|3
4148294.14, 12, 1|3
9810672.49, 0, 
354369.38, 4, 1
2731377.98, 8, 3
7251410.33, 4, 1
3520034.74, 20, 1|3|4
2337822.02, 4, 1
2902521.16, 80, 4
7289266.75, 10, 3
6221515.8, 0, 3
9371246.02, 13, 2|3
9697707.36, 4, 1
332437.21, 12, 1|3
119414.45, 0, 
4211266.7, 0, 
8030455.39, 4, 1
2246940.8, 4, 1
9592602.54, 42, 2|4
12753.1, 0, 
3974488.14, 0, 
8888951.1, 0, 
511418.42, 5, 1|2
4946044.69, 2, 2
2839483.88, 13, 2|3
7641349.19, 4, 1
201800.02, 90, 3|4
3812845.01, 0, 
8231898.93, 8, 3
75979.37, 0, 
3887526.8, 1, 2|3
9427542.64, 1, 2
7743939.25, 4, 3
9577149.1, 4, 1
8325360.32, 6, 1|3
280515.3, 14, 1|3
5699202.59, 0, 
4372728.3, 6, 3
2286884.26, 4, 1
7737039.33, 5, 1|2
5497340.09, 7, 1|2
7973048.71, 6, 1|2
5059169.26, 0, 
6367282.21, 10, 1|3
8550128.45, 13, 2|3
8444605.6, 1, 2
6413768.99, 0, 
8205893.76, 8, 3
1865974.81, 4, 1
7136651.97, 4, 3
1813727.11, 5, 1|2
7555509.1, 0, 
9094900.77, 0, 
1179770.37, 0, 
2796219.17, 4, 1
793039.68, 4, 1
7974787.54, 6, 1|2
698018.51, 4, 1
3387200.74, 10, 3
693749.56, 4, 1
8301909.64, 8, 2|3
1802972.36, 10, 1|3
7318757.31, 17, 1|2|3
9077493.89, 6, 1|3
2107780.56, 15, 1|2|4
5683530.94, 4, 1
5683808.88, 6, 1|3
2986437.79, 2, 2
4518493.78, 2, 2
1336276.48, 0, 
2657107.42, 0, 
5125381.86, 6, 1|2
5107602.66, 0, 
4343336.98, 0, 
3627879.86, 0, 
5810544.85, 13, 2|3
7579027.84, 0, 
8434649.18, 0, 
5212500.1, 5, 1|2
6752440.93, 4, 1
5361837.72, 0, 3
8307060.19, 8, 1|3
7340761.85, 8, 3
361516.6, 4, 1
9712119.02, 7, 1|2
872188.06, 4, 1
3690216.88, 0, 3
103533.63, 4, 3
1545357.99, 4, 1
1501846.08, 14, 1|3
2692449.86, 6, 3
1165179.65, 14, 1|3
6619065.8, 0, 
1927391.38, 93, 2|3|4
1495105.38, 10, 1|3
5068252.88, 4, 1
3809172.37, 10, 3
4267296.36, 4, 1|3
9691564.19, 4, 1
9078010.02, 0, 
3286189.52, 0, 
5455464.3, 0, 
6780285.37, 6, 3
7269355.61, 4, 1|3
8033204.51, 5, 1|2
3264139.52, 6, 1|3
1797080.97, 12, 1|3
1492920.03, 4, 1|3
2672492.59, 10, 1|3
2361301.89, 4, 1
2715108.23, 8, 3
5520164.59, 10, 3
1694804.94, 2, 3
7376447.17, 4, 1|3
6064472.15, 30, 4
3053582.55, 4, 1
4648464.89, 4, 1
7986270.4, 0, 
4339516.62, 0, 
5012464.38, 0, 
9037986.32, 1, 2|3
1081455.16, 10, 1|3
9805485.78, 0, 3
3382933.41, 0, 
9070211.01, 2, 3
2617277.08, 0, 
3442858.69, 0, 
4277717.3, 6, 3
9605315.86, 4, 1|3
3796177.17, 0, 
4012223.63, 27, 1|2|3|4
1371824.9, 0, 
8039039.51, 34, 1|4
8879491.76, 4, 1|3
4927666.17, 0, 
3851408.51, 2, 2
3282588.94, 4, 1|3
2138778.02, 4, 1
9769546.84, 4, 1
3134358.54, 4, 3
7026329.17, 0, 3
7860210.77, 12, 1|3
5162449.55, NaN, 1|3|4
6529314.57, 10, 1|3
6048396.16, 0, 
1978117.95, 0, 
7006718.18, 4, 1
3706678.1, 8, 1|3
4800064.24, 14, 1|3
335902.19, 8, 2|3
1987294.62, 3, 2|3
9642618.41, 0, 
4779096.04, 0, 
5493224.85, 6, 1|3
4020497.34, 4, 1
1807975.21, 0, 
167617.0, 4, 1
867388.99, 4, 1
7022484.92, 6, 1|2
3674841.03, 4, 1
4404056.98, 10, 1|3
8198063.5, 0, 
7112617.52, 0, 
3393075.84, 4, 1
2601972.56, 0, 3
75797.81, 10, 1|3
8280565.46, 2, 3
2878234.29, 4, 1
3412254.17, 9, 1|2|3
7856652.89, 14, 1|3
9614795.29, 0, 
2161647.77, 6, 1|3
3944913.62, 8, 1|3
4420872.82, 4, 1|3
5301469.95, 17, 1|2|3
3122483.11, 4, 1
8879649.66, 4, 1
9982395.08, 0, 
4541934.83, 1, 2
3921524.47, 2, 3
204871.53, 0, 
4362580.89, 6, 1|3
7254901.01, 4, 3
1283433.07, 14, 1|3
6609768.56, 10, 1|3
1331702.94, 0, 3
6784427.79, 0, 
6841127.89, 4, 1
7407704.17, 4, 3
4554634.63, 4, 1
8161818.58, 0, 
5471974.61, 5, 1|2|3
1359632.57, 0, 
4302734.92, 5, 1|2
3520740.01, 0, 3
2548086.56, 5, 1|2|3
9615957.11, 4, 1
6399402.64, 10, 3
4755308.37, 4, 1
3127683.76, 4, 1
5607423.43, 12, 1|3
65037.41, 4, 1
5760034.53, 7, 1|2|3
2918228.76, 4, 1|3
9508331.65, 4, 1
2787153.01, 4, 1
5052384.39, 4, 1
7453882.1, 0, 3
7166821.43, 8, 1|3
8087624.32, 6, 3
2581880.97, 1, 2
4798752.72, 0, 
1088177.03, 0, 
2393314.58, 4, 1
9387069.73, 12, 1|3
4817194.53, 12, 1|2|3
3195371.53, 0, 
6843873.38, 6, 3
5859935.64, 4, 1
7438085.18, 13, 2|3
287467.16, 4, 1
4924325.25, 0, 
8204158.02, 6, 1|3
3185175.44, 0, 
8701621.37, 4, 1
3389651.37, 6, 3
8125084.97, 13, 2|3
3005731.98, 1, 2
7909280.91, 30, 4
8707246.84, 12, 1|2|3
4645565.25, 1, 2
1751310.8, 12, 1|3
5411828.46, 7, 1|2
5519533.19, 4, 1
1426218.02, 2, 2
8285397.86, 0, 
1581141.42, 3, 2
9586928.87, 4, 1|3
8040857.73, 4, 1
2656357.93, 0, 
8079307.63, 6, 3
6105959.66, 6, 3
2612218.48, 4, 1
9811129.7, 0, 
201296.13, 0, 3
1923541.95, 0, 
3454112.88, 4, 1|3
7176049.89, 12, 1|3
6469001.2, 4, 1
2095630.08, 4, 1
9268374.17, 1, 2|3
